cps21_ResponseId,cps21_imp_iss,Q_Language,cps21_imp_iss_tr
R_2qej73VVfvO23t8,State of the economy,EN,State of the economy
R_2qen8qQ4JnBT9Sw,Covid and economy,EN,Covid and economy
R_2qgDi4TrypqNYZd,Childcare,EN,Childcare
R_2qgQZQGGjjhyLQo,nothing,EN,nothing
R_2qgat12OJNLwIx5,je sais pas,FR-CA,I don't know.
R_2qgzmW7qquV44Au,L’environnement,FR-CA,Environment
R_2qjWPUnGhWz8UXS,"Aucun enjeu, élection inutile",FR-CA,"No stakes, useless election"
R_2qjY8o41XKus6aq,Justin Trudeau's credibility,EN,Justin Trudeau's credibility
R_2qkllXBlAsYkOOH,Healthcare,EN,Healthcare
R_2qlAPo8vHVEgPq7,Health Care,EN,Health Care
R_2qlVNC6d1FTCIQE,Debt,EN,Debt
R_2qlntSsxaaKu5oD,Environnement,FR-CA,Environment
R_2qmHVmwt6xyV67Z,pandemic handling,EN,pandemic handling
R_2qmT3inMEW4Mp5t,Dealing with covid,EN,Dealing with covid
R_2qmZ5x50lq3GC6h,too much immigration,EN,too much immigration
R_2qmm3RWsxaldZLi,santé,FR-CA,health
R_2qmzdgjgFHhFkn8,?,EN,?
R_2qn1QxbmabddJgz,Indigenous matters and affordable housing,EN,Indigenous matters and affordable housing
R_2qn6CO4VdbXFJZT,Covid,EN,Covid
R_2qpKL7m747mlgHA,covid 19,EN,covid 19
R_2qpUTycch3V21Re,Healthcare,EN,Healthcare
R_2qq1LVbWHQxkp81,Élire un gouvernement qui se souciera de bien respecter et aider les peuples de toutes les provinces.,FR-CA,Elect a government that will care about respecting and helping the people of all provinces.
R_2qq2haRxX5gSxZC,Deficit & national debt,EN,Deficit & national debt
R_2qq3q0tSPYcEiNf,Honesty,EN,Honesty
R_2qqG5rEr16iN1X7,The voting system itself...but that aside our search for a sustainable way of life,EN,The voting system itself...but that aside our search for a sustainable way of life
R_2qqJQasg29hB18c,NO OPINION,EN,NO OPINION
R_2qqNcOz72M5CdAY,Sante,FR-CA,Health
R_2qqT9yeYEO2yn9U,health-care,EN,health-care
R_2qqk1fpLftrj920,social issues/ covid-19,EN,social issues/ covid-19
R_2qr63H6tO1mjPkR,climate change,EN,climate change
R_2qrQrLSFmavt9yw,senior health care,EN,senior health care
R_2qrVpGuwqao6NbV,Respect des compétences provinciales,FR-CA,Adherence to Provincial Jurisdiction
R_2qrfeVsg4f4ULj7,climate change/the environment,EN,climate change/the environment
R_2qrqIOOwTI0Yfhy,Finance,FR-CA,Finance
R_2qrxYUSDUwlBvVj,free drug plan,EN,free drug plan
R_2qsGqj2IpmKJpTS,Un programme d'après pandémie,FR-CA,A post-pandemic programme
R_2qsgMQtNAhDr31D,"corruption and control of the money supply (bank of canada, debt, fiat inflation, nonstop money printing)",EN,"corruption and control of the money supply (bank of canada, debt, fiat inflation, nonstop money printing)"
R_2qsheQbaj9OR64f,THE ECONOMY,EN,THE ECONOMY
R_2qsm1ivV9UD1Fon,Immigration,EN,Immigration
R_2qt3sngHysbWkLc,No issue,EN,No issue
R_2qt7HNeqWhGQ4nZ,relance économique,FR-CA,Economic recovery
R_2qvFH96UxsiFQhc,L'environnement,FR-CA,Environment
R_2qvKBWXtLFuVKPL,DUNNO,EN,DUNNO
R_2qvLTnOeS4A3Wa5,COVID AND INCOME CRISIS,EN,COVID AND INCOME CRISIS
R_2qwJEgokVHMbEVw,Nothing,EN,Nothing
R_2qwKYzFkU8lkNCA,la dette du pays,FR-CA,the debt of the country
R_2qwm8ZNyAhJ0jDj,Justice for Indigenous families,EN,Justice for Indigenous families
R_2qwqvJOygxpOpL5,Covid,FR-CA,Covid
R_2qwwEb1QcjX64om,Use of appropriate election technology,EN,Use of appropriate election technology
R_2qxbCbNnTLFsO9V,Environnement,FR-CA,Environment
R_2qxcKlOj4y0Xzk8,Economy,EN,Economy
R_2qxd5gxZTUpBBKG,Dealing with the pandemic (COVID),EN,Dealing with the pandemic (COVID)
R_2qxzu9P4lxVjfac,Healthcare,EN,Healthcare
R_2qy2upFThLpbZw0,Health care,EN,Health care
R_2qydPtOTRVubpN7,transfert en santé,FR-CA,health care transfer
R_2qygAUqvUIJjuuX,"Économie, enjeux internationaux",FR-CA,"Economy, international issues"
R_2qygWSyUbEN80l5,COVID,EN,COVID
R_2qyjRNh6dznpMgw,electoral reform,EN,electoral reform
R_2qylvAZl1Zs74vu,affordability,EN,affordability
R_2qyoKMgDewxnov5,Freedom of right,EN,Freedom of right
R_2qyotVE01ZD45kW,HEALTHCARE,EN,HEALTHCARE
R_2qz1ZwAedylppJa,covic,EN,covic
R_2rAHVjfytluR8uR,Je ne sais pas,FR-CA,I don't know.
R_2rAOrb5IOoV23Xr,Housing affordability,EN,Housing affordability
R_2rATh0OYFdX3sxS,Economy,EN,Economy
R_2rAYJV2HtAH5cro,restoring freedom to the country's citizens,EN,restoring freedom to the country's citizens
R_2rAuKes0BrabcGT,Economy,EN,Economy
R_2rAvnRlPp4U6Wk0,Environnement,FR-CA,Environment
R_2rB0j1vhCRYq66O,need a new leader,EN,need a new leader
R_2rB2394en6dQHwU,Income Inequality,EN,Income Inequality
R_2rBE5nAb9aTlHvs,Health care quality and access to,EN,Health care quality and access to
R_2rBF6F1LBk5Nmsf,Healthcare,EN,Healthcare
R_2rBI1fWxNugbg3x,Ne pas porter les conservateurs au pouvoir,FR-CA,Do not bring the Conservatives to power
R_2rBMAvSa90eVpHh,Covid,FR-CA,Covid
R_2rC1wOjD0lIhdAq,Personal rights,EN,Personal rights
R_2rCLZCUj3KxoKTH,economy,EN,economy
R_2rCQJvzXotBDunJ,-99,EN,-99
R_2rCRXL2cp8Lu7rv,COVID-19,EN,COVID-19
R_2rCp1LJLHO77Sfq,Not good,EN,Not good
R_2rCtBDqJjyPeZxh,It's a broken system. Every aspect needs to be looked at and reworked,EN,It's a broken system. Every aspect needs to be looked at and reworked
R_2rCvTlu0k8hW5lf,As I live in Alberta I want to know what their plans are to assist in the pandemic that is,EN,As I live in Alberta I want to know what their plans are to assist in the pandemic that is
R_2rD9zWbYU2QCFeB,Government who cares about the morality,EN,Government who cares about the morality
R_2rDEqsbJ036T6YG,economy,EN,economy
R_2rDb7DajgAFZ2RJ,trying to get a honest government back in that will work and fight for Canadians,EN,trying to get a honest government back in that will work and fight for Canadians
R_2rDvgdH7Tm1Ma0w,Government deficit and spending,EN,Government deficit and spending
R_2rDxc7vDHCmvVew,La dette du Canada,FR-CA,Canada's Debt
R_2rDysrvvRvXLCaI,Inflation,FR-CA,Inflation
R_2rG8jiCEAUitZnm,Taxes,EN,Taxes
R_2rGR8HCYLTBzmZG,Economy,EN,Economy
R_2rGRWD60DEmbGKv,La dette( mais personne en parle) et le climat.,FR-CA,Debt(but nobody talks about it) and climate.
R_2rGYsqY1a3nJNKr,Fair living wage,EN,Fair living wage
R_2rGcN0xYt1p2vxK,Deficit,EN,Deficit
R_2rGf5eAxjGkvTxt,La pandémie,FR-CA,The pandemic
R_2rGiHuRtvLRfO5q,La soif de pouvoir de Trudeau,FR-CA,Trudeau's thirst for power
R_2rGwVfXABzLaIjP,Sortir Justin Trudeau,FR-CA,Exit Justin Trudeau
R_2rH4L0IXpo3SUg5,Economy,EN,Economy
R_2rHGEILUKcTdEO8,Climate Change,EN,Climate Change
R_2rHPj5oHI3cPSi5,Keeping the conservatives out office,EN,Keeping the conservatives out office
R_2rHfYupzT5HJehP,I do not vote,EN,I do not vote
R_2rHkHmLgi1zIbLm,Covid,EN,Covid
R_2rHqpTENq5ZcBsb,Comment le pays va se remettre des dépenses causés par la covid,FR-CA,How the country will recover from the covid's expenses
R_2rHqwAu8KeosOeT,Who's gonna win,EN,Who's gonna win
R_2rI7f9da9NZrpRL,Health care,EN,Health care
R_2rINvBiqhTrQ0Zi,I’m very concerned about the government forcing covid vaccinations onto the public,EN,I’m very concerned about the government forcing covid vaccinations onto the public
R_2rIXMxqtDH4lSIC,?,EN,?
R_2rIddSYgoay6Zge,Seniors,EN,Seniors
R_2rIsX73Y6iNf2EH,Taxes,EN,Taxes
R_2rIywt9I5Bb59re,La Santé,FR-CA,Health
R_2rJB27UZyahqcqe,"Universal pharmacare, dental, vision, paramedical and upping the disability pensions to at least $2000 / month",EN,"Universal pharmacare, dental, vision, paramedical and upping the disability pensions to at least $2000 / month"
R_2rJCPU0yFn6XpWO,Covid,EN,Covid
R_2rJaPeq2jWwNad2,COVID Pandemic,EN,COVID Pandemic
R_2rMEnkmYFU73utF,political lies and corruption,EN,political lies and corruption
R_2rMErxnc2CQFGJi,Le Québec dans un Canada,FR-CA,Quebec in a Canada
R_2rMGEFf3lKkHpdM,Environnement,EN,Environnement
R_2rMTQbZstDJXLbu,Indigenous Reconciliation,EN,Indigenous Reconciliation
R_2rMaCKZb2riuFct,Pharmacare,EN,Pharmacare
R_2rN1TAPPbv7jImc,Covid,EN,Covid
R_2rNGqh5EFOSAvoD,immigration,EN,immigration
R_2rNLgUxXyPjIWlb,environnement,FR-CA,environment
R_2rNQWGov2w9XwrH,the economy,EN,the economy
R_2rNoS3UmKFFXnsc,Health care,EN,Health care
R_2rNuYSY8hGba5r7,getting rid of Turdeau ... flush the Turd.,EN,getting rid of Turdeau ... flush the Turd.
R_2rOssc7P7zvpQua,les changements climatique,FR-CA,Climate Change
R_2rOt3IbXxAujIfj,climate change,EN,climate change
R_2rOymAx88xOv0Z6,irresponsible leadership,EN,irresponsible leadership
R_2rOzWzsrdQjBCZS,Le transfert aux provinces sans conditions .,FR-CA,Transfer to provinces without conditions .
R_2rPIKvBtxYNm0mh,Managing the on-going pandemic and recovering from that,EN,Managing the on-going pandemic and recovering from that
R_2rSF4Z10h4mTisq,Personal financial position - affordability of life,EN,Personal financial position - affordability of life
R_2rSMoJoPxs98qdG,The environment,EN,The environment
R_2rSWy6g2xEW7V7P,Bias in government and media; no longer a dialogue,EN,Bias in government and media; no longer a dialogue
R_2rSdC3qVhkLVgpm,poverty,EN,poverty
R_2rSzVLu1WHokKav,healthcare,EN,healthcare
R_2rT1K3eScQvrL3g,Freiner la droite et coût de la vie et Soins de santé,FR-CA,Breaking the Right and Cost of Living and Health Care
R_2rT5rpu7Cl9mMj8,"This band, along with the Pretty Reckless are by far the most exciting groups working today.",EN,"This band, along with the Pretty Reckless are by far the most exciting groups working today."
R_2rT75QOMuFZOzvd,How they are handling covid,EN,How they are handling covid
R_2rT8JzLdYTL2iuH,Economic recovery,EN,Economic recovery
R_2rTKKVxECtbhTJa,L’économie,FR-CA,Economy
R_2rTP9ONyUBBZH9O,L'économie et les impôts,FR-CA,Economy and taxes
R_2rU6Ic61oQIE9NV,Health care ( response to Covid-19),EN,Health care ( response to Covid-19)
R_2rU7IukOTKnVLLu,Seniors,EN,Seniors
R_2rURyYzZHFQf1jR,L'endettement,FR-CA,Debt
R_2rUfuBILXvgm5RO,Immigration,EN,Immigration
R_2rUszk9Yq56d44S,healthcare,EN,healthcare
R_2rV1KyyWIc8ACeO,health care,EN,health care
R_2rVDItztuPqwWKR,Indigenous rights,EN,Indigenous rights
R_2rVLubsmXCdxSE0,Being able to trust the leaders,EN,Being able to trust the leaders
R_2rVf3rfVkv8HQ76,Childcare and protecting public healthcare,EN,Childcare and protecting public healthcare
R_2rVnzpVqM1Z25XV,Our health system,EN,Our health system
R_2rYPbjIh0KOmaZW,Covid - making sure we get through it without ruining our health care system,EN,Covid - making sure we get through it without ruining our health care system
R_2rYfXh1mvk2XekQ,pensions,EN,pensions
R_2rYhniqUeoQtBa4,Covid and support for disabled,EN,Covid and support for disabled
R_2rYnWwM5CDFlTaW,The corrupt government,EN,The corrupt government
R_2rYqr8V6lQsMpYW,Mental health,EN,Mental health
R_2rZ5jEInj00pD8y,Public Health,EN,Public Health
R_2rZ76ZKhCPsOe7q,Environnement,FR-CA,Environment
R_2rZLRycE468mEJ4,The corruptness of politicians.,EN,The corruptness of politicians.
R_2rZQf3GNwPQU146,environmental issues,EN,environmental issues
R_2rZXTjZC8N6qKM4,Corruption of Trudeau government,EN,Corruption of Trudeau government
R_2rZafDIXTjGoWjT,Timing of the election. #pandemic,EN,Timing of the election. #pandemic
R_2rZbg4tRDZxXuUt,Environnement,FR-CA,Environment
R_2rZmKD1BSeefwUR,WAGES,EN,WAGES
R_2rZnqGMG7U8mXlg,stopping the race-to-the-bottom competition to give tax concessions,EN,stopping the race-to-the-bottom competition to give tax concessions
R_2rZsOWJbdbZPqg4,Relance economique,FR-CA,Economic recovery
R_2rZuhlJ0KxHdV8u,Addressing climate change,EN,Addressing climate change
R_2reRcqjJU3XD07D,covid,EN,covid
R_2rgcbfqDKmI5yp3,"Housing, taxes and better health overage.",EN,"Housing, taxes and better health overage."
R_2rhX9ea7x3o0sdk,Climate Change,EN,Climate Change
R_2rhZQn9SqgkGEB8,care for seniors,EN,care for seniors
R_2ri2RsGJTtCYl0C,Le budget,FR-CA,The budget
R_2ri4XrFqFE6Ia4p,The Economy,EN,The Economy
R_2riLvfWBqlXrQTM,Climate control,EN,Climate control
R_2rij8E3SfCNhnsE,INTEGRITY OF ELECTED OFFICIALS,EN,INTEGRITY OF ELECTED OFFICIALS
R_2rijFHDCq73pgMl,covid protocols,EN,covid protocols
R_2ripx4OGmvyg6Jq,Santé  et l économie,FR-CA,Health and the economy
R_2ritbdSX0ZEQziQ,Environnement et santé,FR-CA,Environment and health
R_2rjScgW4nHs9URk,Economie,FR-CA,Economy
R_2rjVWP5lmTWXoon,Healthcare,EN,Healthcare
R_2rjVWuvI3xKYhuf,the erosion of my freedom of speech,EN,the erosion of my freedom of speech
R_2rje2zg9iSDFyEb,Healthcare,EN,Healthcare
R_2rju2yGAPeNQhud,Health care,EN,Health care
R_2rjxwlDDdOIxhqJ,immigration,EN,immigration
R_2rkCyOIkNYUMjFk,Affordability of housing,EN,Affordability of housing
R_2rkYHrvKujk1LsO,Pandemic,EN,Pandemic
R_2rknWOrpnvJfwpq,INTEGRITY,EN,INTEGRITY
R_2rl0a7NoiON2mMo,En lever la pcre,FR-CA,By lifting the pcre
R_2rl1DKmTaej5Up9,Transparency on covid,EN,Transparency on covid
R_2rl8LZFIGJlxeHi,Economy,EN,Economy
R_2rnYwTGvap3hbeM,debt,EN,debt
R_2roJIbDHmP985Dk,Enlever Trudeau de là,FR-CA,Remove Trudeau from there
R_2roU3A9wXB5BTV3,unknown,EN,unknown
R_2ropjKjod75C2e1,santée,FR-CA,Health
R_2roqluQOeukMeVZ,Le droit de lavortement *egalite femme-homme,FR-CA,The right to abortion *egalite woman-man
R_2roth99O5mwBEQa,Environnement,FR-CA,Environment
R_2rourhPqTHLF3u0,Saving the economy,EN,Saving the economy
R_2rowwlTK2L9FZ4W,I don’t want this election,EN,I don’t want this election
R_2rpEOxwhHNH5Kp3,housing,EN,housing
R_2rpRTXVpvNumcPQ,"Dental care for Sr, and Sr health practices",EN,"Dental care for Sr, and Sr health practices"
R_2rpRlzTWoZuNLmc,Environnement,FR-CA,Environment
R_2rpZ5xcVJlG9OP8,Senior health care,EN,Senior health care
R_2rpcZyYjyWiUm4O,Recovery from Covid,EN,Recovery from Covid
R_2rphjjQBgb8XA4W,Affordability,EN,Affordability
R_2rpyjSQmcCYEvga,L'économie,FR-CA,The economy
R_2rq0DOpdY4d3jJr,Controlling Covid-19,EN,Controlling Covid-19
R_2rqClG8zDBVzsOE,Economy,EN,Economy
R_2rqkMTcLCBx9Ef7,L'économie de la Province du Qc,FR-CA,The economy of the province of Quebec
R_2rr1DhNDEZHBUfr,Health care,EN,Health care
R_2rrc2Irb14A6Bpj,taxes,EN,taxes
R_2rruZqA05nuIznw,Environnement,EN,Environnement
R_2rruzZyYqIluT8I,HOUSING,EN,HOUSING
R_2rtOxwcAKatRhjH,housing,EN,housing
R_2ruevCXWxqkOW7L,Vaccine Passports,EN,Vaccine Passports
R_2rvW9EqNCngKLsb,getting back to normal as we know it,EN,getting back to normal as we know it
R_2rvfm9GGcME6rvX,Taxes,EN,Taxes
R_2rvzyWu5GhsCikH,L’aide dû fédérale au province,FR-CA,Federal aid to the province
R_2rw2OcaGHHnX3sV,Senior's services,EN,Senior's services
R_2rw3j58UqfibZ44,Canada’s economy,EN,Canada’s economy
R_2rw4JspVgVxzO1z,Handling of covid pandemic,EN,Handling of covid pandemic
R_2rw67qkxDetUXRe,Indigenous Rights,EN,Indigenous Rights
R_2rw7QWnSM0cAYKV,COVID,EN,COVID
R_2rwI1aYxt3vAyqH,To have free pharmacare,EN,To have free pharmacare
R_2rwSB2CTGR5t7UT,Diversity,EN,Diversity
R_2rwbAAq6xLPEfbX,Seniors issues,EN,Seniors issues
R_2rwkW1QUkRIJuES,How Covid-19 is being handled,EN,How Covid-19 is being handled
R_2rwl86qkUdK3xJN,"Social services, housing",EN,"Social services, housing"
R_2rx4vJQQynHUOpA,Covid,EN,Covid
R_2rx6G4XJCD3nSbc,Funding,EN,Funding
R_2rxGzE8PzG22YH7,Social inequality caused by capitalism,EN,Social inequality caused by capitalism
R_2rxb61U6lBPKpYJ,Being able to afford to live when I retire.Canada is being destroyed.,EN,Being able to afford to live when I retire.Canada is being destroyed.
R_2rxsIJKod3wXb3M,Debt control,EN,Debt control
R_2rxzX7oNMfpJXke,Getting a change in Groverment,EN,Getting a change in Groverment
R_2s084tQhKi0IPKg,Climate change,EN,Climate change
R_2s0gubZvItimYy5,combattre la pauvrete,FR-CA,Fighting poverty
R_2s0h2YCjlC2Lun1,finances,EN,finances
R_2s0hMdmvzmQB6Fd,Economy,EN,Economy
R_2s0jw4KEKWFCddR,Affordable cost for living,EN,Affordable cost for living
R_2s0k39OzH5wsTe5,Change of government as I think Trudeau have had too many issues with his leadership.,EN,Change of government as I think Trudeau have had too many issues with his leadership.
R_2s0zZLUeKa3HX1D,economic recovery,EN,economic recovery
R_2s1KHyXZdqCLx3t,Long Term Care,EN,Long Term Care
R_2s1fMElPrFyDxI3,Defecit,EN,Defecit
R_2s1nnbcpClGvz8u,L'environnement,FR-CA,Environment
R_2s4JjsRl37y7grt,Affordable Housing,EN,Affordable Housing
R_2s4PvFMxvLn8LXt,Taxes,EN,Taxes
R_2s4QgtGdknjTi5S,Social policies,EN,Social policies
R_2s4R0WGPCfytxfc,Nothing ever changes,EN,Nothing ever changes
R_2s4keGFUViGtvHt,"Financial security for at risk persons in light of COVID, economic rebuild, resources for kids.",EN,"Financial security for at risk persons in light of COVID, economic rebuild, resources for kids."
R_2s4s01Oj1Ttm2qt,Changer de gouvernement,FR-CA,Change of Government
R_2s5Dj0Ij1JasqRO,Solving the housing and rental crisis,EN,Solving the housing and rental crisis
R_2s5PICEnXrIpj7U,Making things more affordable,EN,Making things more affordable
R_2s5Q73RLgK3Agv0,"Aucun enjeu, Trudeau voulait etre majoritaire et les chances qu'il le devienne sont tres minces!",FR-CA,"No stake, Trudeau wanted to be the majority and the chances of it becoming so are very slim!"
R_2s5ZkuBOAC30bgu,Government spending during covid,EN,Government spending during covid
R_2s5ZlT6OYShOvCq,Affordable Housing,EN,Affordable Housing
R_2s5fg33NaxbKrMb,Keep Conservatives from forming Government,EN,Keep Conservatives from forming Government
R_2s5sXjdNeKLJLKQ,to be honest,EN,to be honest
R_2s5srcDm6vuzkl6,Pandemic / Vaccination rates / Travel restrictions re: Non-recognized Astra Zeneca vaccine.,EN,Pandemic / Vaccination rates / Travel restrictions re: Non-recognized Astra Zeneca vaccine.
R_2s5uqq3tkd21tpo,Pandemie,FR-CA,Pandemiary
R_2s6aC2gUP1whtQQ,Violation of Human Rights through mistreatment of immigrant children by Immigration Canada,EN,Violation of Human Rights through mistreatment of immigrant children by Immigration Canada
R_2s6aCJ76pc8QcYW,l economie,FR-CA,l Economy
R_2s6jzqSG5DRez28,Long term care,EN,Long term care
R_2s708k0QKq2Q7V1,Post pandemic economic and health recovery,EN,Post pandemic economic and health recovery
R_2s72HgtIogSsGOJ,the cost of living,EN,the cost of living
R_2s7NWOS1g9piv0p,il faut un controle rapide du prix des logements. Donnez un credit d'impot pour la renovation des logements.Freinez l'augmentation des prix de l'immobilier immediatement.Construisez 1 million de logements neufs en baissant le prix des materiaux immediatement.,FR-CA,you need a quick control of the price of the housing. Give a credit of tax for the renovation of the housing.Frein the increase of the prices of the real estate immediately.Build 1 million new housing units by lowering the price of the material immediately.
R_2s7TEq3g2ftG5Ay,covid,EN,covid
R_2s7iYIAXFIUiDzq,Housing Crisis,EN,Housing Crisis
R_2sDoLf0eplSNenL,Climate change,EN,Climate change
R_2sFbNPP8v2xs3Qt,Getting rid of the vaccines passports,EN,Getting rid of the vaccines passports
R_2sQDd5uqJBpMSFb,Taxes,EN,Taxes
R_2sQGeFUIVn26s8Z,Covid 19,EN,Covid 19
R_2sQGwmrQjH2PZYt,Education,EN,Education
R_2sR1TraEoGDMqj1,Income taxes,EN,Income taxes
R_2sRMKhIzN1DNcA9,vaccinations and childcare,EN,vaccinations and childcare
R_2sRPQnNhQhiYHl7,health care and seniors,EN,health care and seniors
R_2sRT4ZkheW3betn,SOCIAL JUSTICE,EN,SOCIAL JUSTICE
R_2sRx8quGmfPR3xd,Economy,EN,Economy
R_2sSFhKT6WLbxU1I,healthcare,EN,healthcare
R_2sSYyPCkfuku15F,Human rights,EN,Human rights
R_2sSdctVu7gd9ke9,Good conduct,EN,Good conduct
R_2sT01fD0xKORkXN,Covid19 Variants,EN,Covid19 Variants
R_2sTF2Gy2HkbxhA9,Pandémie,FR-CA,Pandemic
R_2sTP54vQGqfBOv6,Le manque de main d'oeuvre,FR-CA,Lack of labour
R_2sTQrvw2Hgd1Sof,L’environnement,FR-CA,Environment
R_2sTntKjB5wVgqLF,poverty,EN,poverty
R_2sTtVP8SPNJwugk,Covid 19 pandemic,EN,Covid 19 pandemic
R_2sU9MkPo4oN6kVg,Cost of living wage,EN,Cost of living wage
R_2sUaGmaaJ0iGUVT,Freedoms,EN,Freedoms
R_2sUeRwdAuAUiCmF,Indigenous affairs,EN,Indigenous affairs
R_2sXCFTRRmmF68tu,Basic Income,EN,Basic Income
R_2sXWLt07jk56KaH,housing,EN,housing
R_2sXh0hT1VQNLBLL,Environnement,FR-CA,Environment
R_2sY1kN0AcdElAUW,Improving the economy and tackling the deficit and national debt,EN,Improving the economy and tackling the deficit and national debt
R_2sYEIxNJb5hacBZ,Housing,EN,Housing
R_2sYFaqURYvc0z6h,vieillesse,FR-CA,Old age
R_2sYW3Zjb0AveE1b,COVID-19,EN,COVID-19
R_2sYbG6qa4tJPJ4R,Justice sociale,FR-CA,Social justice
R_2sZ4XmDvLL6pNd2,Le systeme de santer,FR-CA,The health system
R_2sZ7auyDI0IOVP7,Removing trudeau,EN,Removing trudeau
R_2sZHtMPTTct5AOz,La pandémie,FR-CA,The pandemic
R_2sZORXVQSFMGEUF,Economy,EN,Economy
R_2sZlKMtt3AMqBkl,health care,EN,health care
R_2sZmoVH7qEKm8IC,the federal debt,EN,the federal debt
R_2sZpmWCOnAjtEZ7,Covid recovery,EN,Covid recovery
R_2sZq9o4MkjMes7D,Making the healthcare system better,EN,Making the healthcare system better
R_2sZrr71bh7GW2mY,Environment,EN,Environment
R_2saIInrPtf8O4Tm,La crise de covid,FR-CA,The Covid Crisis
R_2saLLLLhIMyN7LB,environnement,FR-CA,environment
R_2saQS2vfv7I173M,deficit an debt,EN,deficit an debt
R_2sbD76syZSduiPJ,getting out of debt,EN,getting out of debt
