cps21_ResponseId,cps21_imp_iss,Q_Language
R_2eVDRRJT43wDrmb,Health system,EN
R_2eVJ05xohIpS7s6,Housing,EN
R_2eVStvyGXfW5vue,Honestly,EN
R_2eVXxDuKpe3Cw2e,R CLIMATIQUE,FR-CA
R_2eVZ3YUGmnKzPON,Covid 19,EN
R_2eVffDNLDZR9ICL,Childcare,EN
R_2eVkYTiEPOYqibf,Covid,EN
R_2eWDCR2DvKDUM39,Santé,FR-CA
R_2eWDRYgsaKUiahE,Taxes,EN
R_2eWoRnamPfHA04p,Income inequality,EN
R_2eWqfi5GcQ6P54t,La santé,FR-CA
R_2eWrCDyfu2SZt6n,Healthcare,EN
R_2eX2ksQK3UU9XhA,ACHETEUR 1ER MAISON,FR-CA
R_2eXMkThfVx01NKH,Covid 19 and how it is being handled,EN
R_2eXsJbpUN7iDPLZ,Health Care,EN
R_2eaF6JYi0dUa1ZD,Economic recovery,EN
R_2eaGCBMSblSlffC,Poverty and affordable housing,EN
R_2ealbSfpHVF6IH0,environnement,FR-CA
R_2eanGwxLkb7QW50,Health,EN
R_2ebAYAFuvHaTD7l,Health care,EN
R_2ebClcNLWLJwQ6b,To have an accountable government that is for the people and for Canada. Not for nepotism to fill their family and friends pockets,EN
R_2ebDiKQyE96Dsdd,Taxes,EN
R_2ebf0XXQdGNUACr,Environnement,FR-CA
R_2ebg9NP5gHZHq85,Healthcare,EN
R_2ebghfieaQPZjn9,Healthcare,EN
R_2ebry1LSpyVKKpf,Homelessness,EN
R_2ebwao4bzAuyJRB,covid,EN
R_2f0BR5IAikIAZmK,Health,EN
R_2f0RI4gZfJzKIR7,economy,EN
R_2f0T9pLv1gzKXsR,Individual financial support,EN
R_2f1i4msSsQmtDOj,Les mensonges de Trudeau,FR-CA
R_2f21NUdPP7CjpIs,Climate change,EN
R_2f27Ia86klZOPdx,Leadership,EN
R_2f2MriGcJBgrYG0,Commitment to following the recommendations of the Truth and Reconciliation committee,EN
R_2f2NnlujFLiVXGF,healthcare,EN
R_2f2QDoccHiKG5Tb,Health care,EN
R_2f2QLfLxQ5kzz9q,economy,EN
R_2f2ncOUNzDHJ5BX,Freedom of speech and choice,EN
R_2f2qixxuGCbZRlw,La région,FR-CA
R_2f2qtxc61ezfJyE,T8A1Z3,EN
R_2f382V8pe1T3b4K,economy and who pays for all the spending? rich getting richer others getting left behind,EN
R_2f3RtLjVpOdktT3,Prendre soin des gens,FR-CA
R_2f3YJE3VwbJTIUy,Environnement,FR-CA
R_2f3ZhXmkXr6AOjJ,health care,EN
R_2f3dUlcJdviIDve,The deficit,EN
R_2f3ugKUaWNZXHNb,Économie,FR-CA
R_2f3vy7Ra9FVdtEl,Post pandemic recovery,EN
R_2f6Wk3AqkfmDoYw,To be rid of Justin Trudeau,EN
R_2f6spltLD8vZcNj,The effects of the pandemic on the economy,EN
R_2f6sr9HywOZllL4,"Weak leadership and lack of courage, opportunism,",EN
R_2f6zKcMI7uXgG98,"Réussi la sortie de la pandémie et assurer la relance économique et rassembler toutes les personnes dans un objectif commun: le bien de chacun, le. Bien du Canada et le bien du monde",FR-CA
R_2f7CMhtfRiQoaSk,Voting out our criminal PM.,EN
R_2f7DuPORCwMl04F,human rights,EN
R_2f7GKcjhttXU1Uf,Health,EN
R_2f7IzJP7ICYaIbF,Environment/climate crisis. It's an emergency and needs to be addressed this very second before it gets worse.,EN
R_2f7ZVAAs5YGG5le,l'environnement versus l'économie,FR-CA
R_2f7m1WBelYVt3v7,Economic recovery,EN
R_2f841jRm9HvLAPD,health care access for all Canadians,EN
R_2f8bE1kjfKcOFvL,L’ economie,FR-CA
R_2f8qi6Ri9Z0L2Sk,Conserver un gouvernement minoritaire,FR-CA
R_2f9gT31aPpDv9vm,La democratie respectee pour chaque province,FR-CA
R_2f9jsDoXowSfVRC,Income inequality,EN
R_2fAJd8yY5pbWdpL,Not to become a communist country,EN
R_2fAKhoXsIdgJhlD,Taxes,EN
R_2fB3Fidm8IKynfz,Lower cost of living,EN
R_2fB3HgFPAjMMk7W,Economy,EN
R_2fBCZdUwxkn3mHa,Handling our recovery from covid,EN
R_2fBSZezsRlrCFET,le retour à la normalité,FR-CA
R_2fBUcD790YiPgs2,Covid 19,FR-CA
R_2fBdrGheGZqSXdI,Inequality.,EN
R_2fBgSIgqJiwl8eh,Climate change,EN
R_2fBwNtQ939VFc5v,pandémie,FR-CA
R_2fCMBoEKtXZPPiw,La santé,FR-CA
R_2fCMOou4NGXa5Ej,environment,EN
R_2fCZkIVlPdvWiR6,womens rights,EN
R_2fCbzeiD5GzWH0m,L'économie,FR-CA
R_2fDJ4NcKwVkK0ii,Covid,FR-CA
R_2fDoQws7RNhYB7W,Uninterested,EN
R_2fE53531VyWRm4Z,Discrimination,EN
R_2fE7XR4WT6y044M,Country's massive debt,EN
R_2fE98BzSsmP71mi,Health,EN
R_2fEgKIkkoYL9qkh,HEALTHCARE,EN
R_2fGJbyhaCewb0Se,Health care,EN
R_2fGOrj7HxVDEbDA,La santé,FR-CA
R_2fGS2NL5n8NZ7C3,Economy,EN
R_2fHGvXqF9S2joDv,débarquer justin,FR-CA
R_2fHSChTz4KhEcM0,Economy,EN
R_2fHY5fldqH6DlQE,Rebuild the economy,EN
R_2fHdkxM1kfCNMKS,The environment,EN
R_2fHdyIwCauxbFaH,housing affordability,EN
R_2fHe13HfSHdlaxn,"Vaccination Passports, Daycare Funding",EN
R_2fHhE7r9sOd94mQ,économie,FR-CA
R_2fHtnEXn1yifnSQ,Tax,EN
R_2fHtx86CWznI6aE,A party and premier that cares about us today.,EN
R_2fI4qr2BylQOYro,Liberal corruption,EN
R_2fID5fX5SDjRHxn,the pending disability act,EN
R_2fIGic98B2SafzL,Représentativité du vote,FR-CA
R_2fIZl1tTWTzyUXM,"environmental issues, climate emergency,",EN
R_2fIoUbyQnSLHWaG,Covid,FR-CA
R_2fIqJE7ypiUQluG,Everything is fair and equal,EN
R_2fJ2839Gd6HqLHc,-99,FR-CA
R_2fJThl6NEEvNdLA,Economic stability,EN
R_2fJTt9ebIO5VcPD,"protection from Covid, it has hit the economy hard,hurt personal income",EN
R_2fJa8pqsOABrfqe,La liberté d'expression.,FR-CA
R_2fJvTxCPXx4LdVj,Child care,EN
R_2fKjmePLO7AlGKT,Removing Trudope,EN
R_2fKlhMOsp9jbVOK,Poverty,EN
R_2fLucTMPoFMuQlr,Healthcare,EN
R_2fQ7Lkyn1b44GKB,Santé,FR-CA
R_2fTetlKvt1sQty1,La relance economique,FR-CA
R_2fXqmBSPAW2aXeh,Environnement,FR-CA
R_2fcBxAdHW3mOiN4,Affordable price for routine,EN
R_2fcCs2kXmKJ72yj,Stop Covid EI benefits,EN
R_2fcIY4X0lTD5fXO,"I am concerned about the lack of accountability related to government spending, and decisions that do not seem to be based on any logic or facts.",EN
R_2fcU852qT4K6pTl,le champ de competence des provinces,FR-CA
R_2fcefOlWzC1fLBD,Arrêter les dépenses excessives de Justin,FR-CA
R_2fcv4lxT6dcWBUC,Covid,EN
R_2fd1IPzC68zF3WX,Environment,EN
R_2fdNW3NWKJ3lbnh,La pauvreté,FR-CA
R_2fdhToP5lwihxkE,Economy,EN
R_2fdjlus4SPOw0Il,Economy,EN
R_2fe2JoDxUXd0yCM,Éliminer Trudeau,FR-CA
R_2feQFf1shSCLR2Z,Expanding universal health care,EN
R_2feRtZrwVwXeE46,Climate,EN
R_2fegek4so4i6Iyl,la relance économique,FR-CA
R_2fesU0ehBzW2Pen,Immigration,EN
R_2fevuhuIhUfO26j,get rid of Trudeau,EN
R_2fewO9ppJPVXXkp,"équilibre budgétaire,",FR-CA
R_2ffDSwEJjhYCAFq,Economic Recovery,EN
R_2ffH24iEeu2zIIU,cost of living,EN
R_2ffVVRPb1AQ9pc6,Government's extreme handling of Covid situation,EN
R_2ffwFNJwCaDgiwN,health care,EN
R_2ffwVj91kL0c3Gq,Environment Climate Change,EN
R_2fiAAHTPhedBiYy,covid,EN
R_2fiWxZdQXcpSk15,Removing Trudeau from power,EN
R_2fiYuPcTzeXvfVL,climate change,EN
R_2fiZDMjFffu7EqG,Fiscal transparency,EN
R_2fj00L09x82lwWV,enviroment,EN
R_2fj4pZNTiGH8OhW,Conquering Covid 19,EN
R_2fjJAdtqc71PKkw,ECONOMY,EN
R_2fjOOLgpZrIbaMP,"COVID and Health care, Climate change, Youth employment, Poverty among indeginous people",EN
R_2fjQxv0vsHZ0g8v,equity,EN
R_2fjkeYnr32jZyEP,Taxes,EN
R_2fjnktiuU3HPaF6,Post-COVID economy,EN
R_2fjqmm4TIwgyTVt,Indigenous communities,EN
R_2fjsWTNE2EEE50g,Housing,EN
R_2fk75QfAbhp7CTI,La survie du Canada.   Monétaire. et la Santé,FR-CA
R_2fk9pjJ68m879H8,Honesty,EN
R_2fkRpvRNrsiALNf,Cost of Living,EN
R_2fkX8N6XiGagwO5,basic income,EN
R_2fkXNW67SZB5hye,Why are we having an early election,EN
R_2fkedbJrUvPdDXa,Climat,FR-CA
R_2flFv2ubMaEg1nD,GETTING RID OF TRUDEAU WHO IS A LIAR ALONG WITH HIS GOVERNMENT - NO SENSE OF ETHICS AND ACCOUNTABILITY AT ALL,EN
R_2flg4viJ3PYqX3k,Economy and taxes.,EN
R_2fm01RPS8c2H7Yh,Climate,EN
R_2fm9M4EOIrm0AjK,Health Care and Rent Control,EN
R_2fmakvg54BauyMk,Helping seniors with higher pension,EN
R_2foAESr4gyYmWQ8,Seniors,EN
R_2foC03zbqaqJD9H,Climate Change,EN
R_2fp3XlhWDoyMsJu,Making it hard for students to vote,EN
R_2fp8oWlkwpOE7AU,living wage pension for seniors who have worked all there lives and for the parties to notuse this modey as ther own personal bank,EN
R_2fpJhATPYiZ1tVm,L'environnement,FR-CA
R_2fprS3zaVYqQyXp,economy,EN
R_2fpwdpIxSIK7XYv,Housing,EN
R_2fpwgKHcGhRYSuG,The growing Canadian debt,EN
R_2fqb67T2qfxi41A,Climat,FR-CA
R_2fqdRsHGHbrk5xF,Trudeau must go. He is ruining Canada.,EN
R_2fqgz1jQSWQ5OX7,économique,FR-CA
R_2fqjlr4BiVzR18t,Affordable living,EN
R_2fquUJV7itYeOUT,Environment and government intrusion,EN
R_2fr2XsyzErUDShY,Waste of money,EN
R_2freGwKzmgRJL92,Housing prices,EN
R_2frhXfWX3jB3C3w,Covid,EN
R_2fscFvcrTHLRQ3O,The economy,EN
R_2fuHuYMK6gjbynM,Economy,EN
R_2fuMjzZk4wIdYqL,Taxes,EN
R_2fv7bMWHKkHq9zV,employment,EN
R_2fvAaZFacK0lt0H,L'immigration,FR-CA
R_2fvBKYi9q6we1FH,That the conservatives be kept out of government,EN
R_2fvNnZruSeX0tt3,Economie,FR-CA
R_2fvXeroPYYJIiwi,obligé de voter pour le moins pire au lieu de voter pour un parti sensé,FR-CA
R_2fvZ5unApZlYbLK,Racism,EN
R_2fvZmiZy0TWxwpP,Balance Budget,EN
R_2fwGO2tijHub2fp,Debt,EN
R_2fxHyxdQO2KP4Dc,Economy,EN
R_2fxJG9jgx10V1Wy,Western Alienation,EN
R_2fxSgyAnOEfquVr,Les dépenses faramineuses de notre gouvernement,FR-CA
R_2fxkw76wcaDbuCL,Income inequality,EN
R_2fxnlSlQB5zrfAy,Transfert en santé,FR-CA
R_2fxuWwibk0rpCqk,jobs,EN
R_2fzzMEDF7zbGCvn,l’atteinte de l’équilibre budgétaire,FR-CA
R_2gaJg6GzZ3XJwGt,"The issue of continuing to help those in the country, most affected by the economic consequences of the Covid Pandemic.",EN
R_2gf7xrakXgiR9cJ,Le réchauffement climatique et la diversité,FR-CA
R_2ghKRD6E88DfroZ,Should not have been called.,EN
R_2gmfSvBCGjDHsjL,Taxes,EN
R_2gwXS8gPJYhmG0F,health care,EN
R_2h1cqrtX6AgUTMR,Santé,FR-CA
R_2hQOANyARjJVbTb,Economy,EN
R_2hrgSMNEeq03NmN,seniors,EN
R_2ipdacwpd3zLS25,Global warmimg,EN
R_2iynQm7lEgShPu9,Poverty,EN
R_2l7PdVLpQLCGl5T,climate change,EN
R_2lAPBq01ZAck58d,Health care,EN
R_2lBbuMkS8Byk6D7,Pas voter conservateur,FR-CA
R_2lTVRJYFjuKMcdX,Reduce the size and scope of the federal government,EN
R_2laJ1HHHIVgMjKx,Main d'oeuvre,FR-CA
R_2laxEYoyPg1oOLT,Economy and covid.,EN
R_2lbUmDyaOZ4Pva1,Healthcarw,EN
R_2lbVjgAqs7XDFtL,Economy recovering from covid,EN
R_2lr1JT1qZS5OzYt,Health care,EN
R_2mBVTDfwTymqgpj,The integrity of Canadian sovereignty.,EN
R_2mJgaNBecaHU1UJ,ethics in government,EN
R_2meTBo28IlUpIaZ,Healthcare,EN
R_2mjmvDpJKQXtDHz,Health Care,EN
R_2n6GWgyM5S822ad,Covid 19,EN
R_2nPR4aZWGF1dtNn,Liberal compare au conservateur,FR-CA
R_2nPTEUZzgc7nCWl,Environment,EN
R_2nokyV07thVyKQ1,HEALTH CARE,EN
R_2nugC6gZPnbBDwJ,L’honnêteté,FR-CA
R_2oDTOaJ61EmCDXr,La gestion de la crise de la Covid-19,FR-CA
R_2oFh4jXxkG8k1ON,Forget climate change,EN
R_2oyrSJidEu0DPFL,Ne pas régressé.,FR-CA
R_2pJF6526Zlqfkwl,Les changements climatiques,FR-CA
R_2pJZ6M20gVxCFbx,Economy,EN
R_2pJen33a3A1M4RT,Environment,EN
R_2pJiWql5dLLCwrp,Covid procedures and the economy,EN
R_2pJlZm8QqY4ZJd5,Homelessness,EN
R_2pK27vfMC0Q4nxI,health care,EN
R_2pKJMAEkbGRlYZn,covid,EN
R_2pKsG73Fr3ETeqb,Climate change,EN
R_2pLE7BEOBMMWOM4,the loss of our rights and freedoms in the coercive methods being used to force vaccinations and passes,EN
R_2pLdvXJZM4xE4Ei,Covid 19,EN
R_2pLkK37p05on2xu,Aucun... Perte de temps et d'argent,FR-CA
R_2pLkKKJaFK2YeIb,"Réduire l’endettement,et que le 1er ministre du Canada ne se mêle pas des décisions des gouvernements  provinciaux",FR-CA
R_2pLl5ijjtvaRRRF,Health care,EN
R_2pMCLpCVvWNit8p,Les changements climatiques,FR-CA
R_2pMCYWSQpHsnfbm,Covid,FR-CA
R_2pMCYgHxrM1HntM,That child tax benefits would increase,EN
R_2pMGfhnXlt4pyfq,parties living up to there promises,EN
R_2pMOHB9PVtsHTBU,Covid,EN
R_2pMQI1Ds6naaJSZ,Indigenous Relations,EN
R_2pMoI4uq18WAJ1h,"The environment including global warming, preservation of old growth forests and clean water",EN
R_2pPk0cgnWA8w8LV,Climate Emergency,EN
R_2pPrLTI2KwaG8Kz,inflation,EN
R_2pQSYNnUwKWYHdH,Continue good experienced government,EN
R_2pQYWUC9eBbqW0f,Climate change,EN
R_2pQccHMYqBvKfEt,Les droits et libertés des citoyens,FR-CA
R_2pQwBceiFRbV5eT,Economie,FR-CA
R_2pRI1qA1oMo4UA9,Climate Change Adaptation,EN
R_2pRa5nSQHRZLxk8,Healthcare,EN
R_2pRdjZ6EH1PqYi4,Economic recovery,EN
R_2pReLEwOEtTlgh4,Healthcare,EN
R_2pRzfwFRziVC3fg,600 million dollars was wasted on this election!!,EN
R_2pRzk5znd7PFOH3,Taxes,EN
R_2pS1lb6vOLOmWjk,"Torn between Equity, Diversity and Inclusion (EDI) and the environment. (Go with the environment seeing as none of the leaders are really invested in EDI)",EN
R_2pSGfH4mqfQhQfi,"Pandémie, vaccination et pas vaccin",FR-CA
R_2pSMccLwD5UxQbB,système de santé,FR-CA
R_2pSNlt0U71EU6kW,environment,EN
R_2pSirPUjDjl8ixP,l'argent et la dette,FR-CA
R_2pSjQn7SxAiMgoX,climate change,EN
R_2pSlaUB99V0QonZ,JE NE SUIS PAS LES ELECTIONS,FR-CA
R_2pSoET8Vl0KBUj3,Reducing taxes,EN
R_2pVM0hDLVptxihT,equity and equality,EN
R_2pVM3uFBHA99REe,Health,EN
R_2pVRxyZ9JYd8Lys,Affordable places to live,EN
R_2pVnc3k4q3Mj055,Finance,FR-CA
R_2pVsHf7TiBtzVn4,Covid,EN
R_2pWuNkW3fRu5xtQ,UBI,EN
R_2pXEkwxXLar8uvf,Plans regarding recovery from COVID-19,EN
R_2pXHr1jyQNDFPzH,Money,EN
R_2pXmSBdC8qALtog,Job,EN
R_2pXol76H79qDTr7,"learning to live with covid, opening borders and getting back to normal life without masks or vaccine mandates.",EN
R_2pY142WPR7Pgd8w,Garderie,FR-CA
R_2pY2vWGqri51fb5,Health care,EN
R_2pY3Buo7qu6cVmX,Immigration and affordability,EN
R_2pYKds8ul6vORlH,economy,EN
R_2pYLqySgk5UdnGL,Health care,EN
R_2pYN55YYczJ7tyS,Dette publique,FR-CA
R_2pYaV5tYo2mmjD1,L'environnement,FR-CA
R_2q1MAJHzpRiLioK,Pandemic,EN
R_2q1VQW2pkFgQ8lE,Pandemic,EN
R_2q1pwxCvcwYACI9,"Getting rid of the despicably corrupt, inept and downright dangerously foolish trudeau",EN
R_2q2DFdcHBv9URQr,Protection of canadians,EN
R_2q2E2WHsjuoqwcU,HEALTHCARE,EN
R_2q3KrXqD5Ojofjm,autonomie provincial,FR-CA
R_2q3kawRKzo4uQzD,lower housing costs and free dental and eye coverage for seniors,EN
R_2q3swmzTrLQWjbD,Le respect de la constitution,FR-CA
R_2q46N9onZEdSFHw,Student loans,EN
R_2q48YyyUKer50VF,Le rétablissement de l'économie post pandémie,FR-CA
R_2q4B8o26MpfFftq,Climate change,EN
R_2q4YaUCbk8VeGjQ,GET RID OF LIBERALS,EN
R_2q4YzJhOLdRDXNR,Rebounce of Economy after Covid,EN
R_2q4qquieKchmste,TAXES,EN
R_2q4wgEjaYwHMfb8,Baisse des impôts pour personnes âgées,FR-CA
R_2q7Vm2eXW8MIS2h,Covid,EN
R_2q8FYv88DoYae1d,Reducing our current high taxes,EN
R_2q8HtOQG6Xe8isR,Housing,EN
R_2q8JnbBpm7moGk8,Environnment,FR-CA
R_2q8KRmaDFZRDqF4,que trudeau s en aille,FR-CA
R_2q8YVpNqQCP0Ymo,the weather,EN
R_2q8hc3yN0mZVWwy,Integrity/anti-corruption,EN
R_2q8iQdpCoX8HKgW,Immigration,EN
R_2q8mSdEkwC0Qf0F,Fiscal responsibility,EN
R_2q911nzRCC0rxSL,Healthcare,EN
R_2q9Iw9RaiW3DqCg,Éducation,FR-CA
R_2q9MHeoyR5qdQ62,The environment,EN
R_2q9Q5HtaxqgoT8q,Climate change,EN
R_2q9SZQtanb9MRBT,Economy,FR-CA
R_2q9k0g68R6d9USP,Economy,EN
R_2qBJQiSBZsOzSud,that we be led by elected officials that care for citizens not themselves,EN
R_2qBPMVrU0Ygyb9X,Climate change/environment,EN
R_2qC0jh7wGsDeFOJ,L’environnement,FR-CA
R_2qC1qJ7WPkJ7560,housing costs/cost of living,EN
R_2qC4jM2WNdR3Uej,Corruption,EN
R_2qCdtDvaJNxJDzD,covid 19,EN
R_2qCoZULNcvgA6m9,Je ne connais pas cela.,FR-CA
R_2qCpA7xLbZ3DeYh,Economy and environment,EN
R_2qCrPPTwnFQCvtK,"La santé, l'économie, l'environnement",FR-CA
R_2qCscaspIkFZz5n,"Pandémie, emploi économie, environnement.",FR-CA
R_2qCxBVmrOMtCBne,Healthcare,EN
R_2qDC0TNnlOXOQOv,Canada's Deficit Spending,EN
R_2qDIMFbsBlcFcbQ,Healthcare,EN
R_2qDYOnSfTmtk8gA,Get rid of the pandemic,EN
R_2qDbnQYRMPGujfe,Dette,FR-CA
R_2qDbomzFKFlmcDS,Sante,FR-CA
R_2qDvwJqKM4DWZgh,immigration,EN
R_2qDw6QeTMDGtIII,Vaccines,EN
R_2qDyKj5Nl3PR5cW,govt using politics to manipulate people than helping now a days,EN
R_2qE4DvBgwA3PtPU,Poverty,EN
R_2qEFCTYWZ3u3oDV,Les armes à feu,FR-CA
R_2qEIV58hIiGEz2j,Na,EN
R_2qELUrXOCatcgVL,The coronavirus pandemic,EN
R_2qEO7SFEsgTCl5X,Medicare,EN
R_2qEgu8wHbZV49pu,giving more freedom to Canadians,EN
R_2qEpGVYEyeZHTo9,Government Spending,EN
R_2qEqCesrHuUPprH,affordability,EN
R_2qEu5K4v22C5Lk6,democratie,FR-CA
R_2qF1tPc2Z0lfL2x,Environmental,EN
R_2qF5H2mF37ef3oU,Les conflits sociaux - La mentalité anti-Autorité,FR-CA
R_2qF5Zwi6On4KpPG,Économie et la santé et garder mon droit de procession d'armes à feu pour le sportort,FR-CA
R_2qFacnT7Dxp3YNr,"COVID, environment, handling of economic recovery of COVID",EN
R_2qa3DVUdy5dqZ2J,la pollution,FR-CA
R_2qaBWYFAto9YJZ7,La santé,FR-CA
R_2qaDq3UY4voQpPm,Économie,FR-CA
R_2qaP5avjqHGwieO,Le corona-virus,FR-CA
R_2qaTF5Q8Cn3JT2k,Logement,EN
R_2qaZmVYSPiv0591,economy,EN
R_2qaaH28Ec4qB3GE,economy,EN
R_2qagptQMdNeJLBD,Affordable housing,EN
R_2qawqAl6YXIkKpc,Trudeau veut un gouvernement majoritaire,FR-CA
R_2qaz01iXXSbdyAL,Human Rights,EN
R_2qb0W48U1TWdI2N,Pandemic,EN
R_2qb1bdnxsTufcdz,Défendre les droits de notre province,FR-CA
R_2qdPmJz93GFQgfz,"Freedom of belief , expression, thought, and all rights",EN
R_2qdR691D2SgVHNR,La Covid,FR-CA
R_2qdrQXfahZmTbEb,Economy,EN
R_2qe29AtruOEDG5v,Climate change,EN
R_2qeKUIfgcJK8PhI,Environment,EN
R_2qecqKgcRsYQK2z,Environnement,FR-CA
R_2qej73VVfvO23t8,State of the economy,EN
R_2qen8qQ4JnBT9Sw,Covid and economy,EN
R_2qgDi4TrypqNYZd,Childcare,EN
R_2qgQZQGGjjhyLQo,nothing,EN
R_2qgat12OJNLwIx5,je sais pas,FR-CA
R_2qgzmW7qquV44Au,L’environnement,FR-CA
R_2qjWPUnGhWz8UXS,"Aucun enjeu, élection inutile",FR-CA
R_2qjY8o41XKus6aq,Justin Trudeau's credibility,EN
R_2qkllXBlAsYkOOH,Healthcare,EN
R_2qlAPo8vHVEgPq7,Health Care,EN
R_2qlVNC6d1FTCIQE,Debt,EN
R_2qlntSsxaaKu5oD,Environnement,FR-CA
R_2qmHVmwt6xyV67Z,pandemic handling,EN
R_2qmT3inMEW4Mp5t,Dealing with covid,EN
R_2qmZ5x50lq3GC6h,too much immigration,EN
R_2qmm3RWsxaldZLi,santé,FR-CA
R_2qmzdgjgFHhFkn8,?,EN
R_2qn1QxbmabddJgz,Indigenous matters and affordable housing,EN
R_2qn6CO4VdbXFJZT,Covid,EN
R_2qpKL7m747mlgHA,covid 19,EN
R_2qpUTycch3V21Re,Healthcare,EN
R_2qq1LVbWHQxkp81,Élire un gouvernement qui se souciera de bien respecter et aider les peuples de toutes les provinces.,FR-CA
R_2qq2haRxX5gSxZC,Deficit & national debt,EN
R_2qq3q0tSPYcEiNf,Honesty,EN
R_2qqG5rEr16iN1X7,The voting system itself...but that aside our search for a sustainable way of life,EN
R_2qqJQasg29hB18c,NO OPINION,EN
R_2qqNcOz72M5CdAY,Sante,FR-CA
R_2qqT9yeYEO2yn9U,health-care,EN
R_2qqk1fpLftrj920,social issues/ covid-19,EN
R_2qr63H6tO1mjPkR,climate change,EN
R_2qrQrLSFmavt9yw,senior health care,EN
R_2qrVpGuwqao6NbV,Respect des compétences provinciales,FR-CA
R_2qrfeVsg4f4ULj7,climate change/the environment,EN
R_2qrqIOOwTI0Yfhy,Finance,FR-CA
R_2qrxYUSDUwlBvVj,free drug plan,EN
R_2qsGqj2IpmKJpTS,Un programme d'après pandémie,FR-CA
R_2qsgMQtNAhDr31D,"corruption and control of the money supply (bank of canada, debt, fiat inflation, nonstop money printing)",EN
R_2qsheQbaj9OR64f,THE ECONOMY,EN
R_2qsm1ivV9UD1Fon,Immigration,EN
R_2qt3sngHysbWkLc,No issue,EN
R_2qt7HNeqWhGQ4nZ,relance économique,FR-CA
R_2qvFH96UxsiFQhc,L'environnement,FR-CA
R_2qvKBWXtLFuVKPL,DUNNO,EN
R_2qvLTnOeS4A3Wa5,COVID AND INCOME CRISIS,EN
R_2qwJEgokVHMbEVw,Nothing,EN
R_2qwKYzFkU8lkNCA,la dette du pays,FR-CA
R_2qwm8ZNyAhJ0jDj,Justice for Indigenous families,EN
R_2qwqvJOygxpOpL5,Covid,FR-CA
R_2qwwEb1QcjX64om,Use of appropriate election technology,EN
R_2qxbCbNnTLFsO9V,Environnement,FR-CA
R_2qxcKlOj4y0Xzk8,Economy,EN
R_2qxd5gxZTUpBBKG,Dealing with the pandemic (COVID),EN
R_2qxzu9P4lxVjfac,Healthcare,EN
R_2qy2upFThLpbZw0,Health care,EN
R_2qydPtOTRVubpN7,transfert en santé,FR-CA
R_2qygAUqvUIJjuuX,"Économie, enjeux internationaux",FR-CA
R_2qygWSyUbEN80l5,COVID,EN
R_2qyjRNh6dznpMgw,electoral reform,EN
R_2qylvAZl1Zs74vu,affordability,EN
R_2qyoKMgDewxnov5,Freedom of right,EN
R_2qyotVE01ZD45kW,HEALTHCARE,EN
R_2qz1ZwAedylppJa,covic,EN
R_2rAHVjfytluR8uR,Je ne sais pas,FR-CA
R_2rAOrb5IOoV23Xr,Housing affordability,EN
R_2rATh0OYFdX3sxS,Economy,EN
R_2rAYJV2HtAH5cro,restoring freedom to the country's citizens,EN
R_2rAuKes0BrabcGT,Economy,EN
R_2rAvnRlPp4U6Wk0,Environnement,FR-CA
R_2rB0j1vhCRYq66O,need a new leader,EN
R_2rB2394en6dQHwU,Income Inequality,EN
R_2rBE5nAb9aTlHvs,Health care quality and access to,EN
R_2rBF6F1LBk5Nmsf,Healthcare,EN
R_2rBI1fWxNugbg3x,Ne pas porter les conservateurs au pouvoir,FR-CA
R_2rBMAvSa90eVpHh,Covid,FR-CA
R_2rC1wOjD0lIhdAq,Personal rights,EN
R_2rCLZCUj3KxoKTH,economy,EN
R_2rCQJvzXotBDunJ,-99,EN
R_2rCRXL2cp8Lu7rv,COVID-19,EN
R_2rCp1LJLHO77Sfq,Not good,EN
R_2rCtBDqJjyPeZxh,It's a broken system. Every aspect needs to be looked at and reworked,EN
R_2rCvTlu0k8hW5lf,As I live in Alberta I want to know what their plans are to assist in the pandemic that is,EN
R_2rD9zWbYU2QCFeB,Government who cares about the morality,EN
R_2rDEqsbJ036T6YG,economy,EN
R_2rDb7DajgAFZ2RJ,trying to get a honest government back in that will work and fight for Canadians,EN
R_2rDvgdH7Tm1Ma0w,Government deficit and spending,EN
R_2rDxc7vDHCmvVew,La dette du Canada,FR-CA
R_2rDysrvvRvXLCaI,Inflation,FR-CA
R_2rG8jiCEAUitZnm,Taxes,EN
R_2rGR8HCYLTBzmZG,Economy,EN
R_2rGRWD60DEmbGKv,La dette( mais personne en parle) et le climat.,FR-CA
R_2rGYsqY1a3nJNKr,Fair living wage,EN
R_2rGcN0xYt1p2vxK,Deficit,EN
R_2rGf5eAxjGkvTxt,La pandémie,FR-CA
R_2rGiHuRtvLRfO5q,La soif de pouvoir de Trudeau,FR-CA
R_2rGwVfXABzLaIjP,Sortir Justin Trudeau,FR-CA
R_2rH4L0IXpo3SUg5,Economy,EN
R_2rHGEILUKcTdEO8,Climate Change,EN
R_2rHPj5oHI3cPSi5,Keeping the conservatives out office,EN
R_2rHfYupzT5HJehP,I do not vote,EN
R_2rHkHmLgi1zIbLm,Covid,EN
R_2rHqpTENq5ZcBsb,Comment le pays va se remettre des dépenses causés par la covid,FR-CA
R_2rHqwAu8KeosOeT,Who's gonna win,EN
R_2rI7f9da9NZrpRL,Health care,EN
R_2rINvBiqhTrQ0Zi,I’m very concerned about the government forcing covid vaccinations onto the public,EN
